# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1
# Delta_f0_over_b_i = 1
# rs_type = slip
# V0_over_Vs = 1.000000e-10
# df_dts = 0.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+03
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
7.13484140e-01,3.04853464e+00,1.32977169e-09,5.31908677e+01,1.00000000e+00
7.14747802e-01,3.06553117e+00,1.36051047e-09,5.44204186e+01,1.00000000e+00
7.15982900e-01,3.08252769e+00,1.39199021e-09,5.56796084e+01,1.00000000e+00
7.17190053e-01,3.09952422e+00,1.42422912e-09,5.69691647e+01,1.00000000e+00
7.18369869e-01,3.11652075e+00,1.45724584e-09,5.82898338e+01,1.00000000e+00
7.19515367e-01,3.13340434e+00,1.49083216e-09,5.96332866e+01,1.00000000e+00
7.20635047e-01,3.15028794e+00,1.52522406e-09,6.10089624e+01,1.00000000e+00
7.21729468e-01,3.16717154e+00,1.56044120e-09,6.24176480e+01,1.00000000e+00
7.22799179e-01,3.18405514e+00,1.59650376e-09,6.38601502e+01,1.00000000e+00
7.23837636e-01,3.20082308e+00,1.63317642e-09,6.53270569e+01,1.00000000e+00
7.24852764e-01,3.21759102e+00,1.67072408e-09,6.68289633e+01,1.00000000e+00
7.25845069e-01,3.23435896e+00,1.70916798e-09,6.83667191e+01,1.00000000e+00
7.26815044e-01,3.25112690e+00,1.74852989e-09,6.99411955e+01,1.00000000e+00
7.27757562e-01,3.26779443e+00,1.78858795e-09,7.15435180e+01,1.00000000e+00
7.28678962e-01,3.28446196e+00,1.82959756e-09,7.31839024e+01,1.00000000e+00
7.29579702e-01,3.30112949e+00,1.87158171e-09,7.48632684e+01,1.00000000e+00
7.30460227e-01,3.31779702e+00,1.91456397e-09,7.65825589e+01,1.00000000e+00
7.31315751e-01,3.33436220e+00,1.95829510e-09,7.83318040e+01,1.00000000e+00
7.32152162e-01,3.35092738e+00,2.00306024e-09,8.01224095e+01,1.00000000e+00
7.32969874e-01,3.36749256e+00,2.04888425e-09,8.19553700e+01,1.00000000e+00
7.33769291e-01,3.38405774e+00,2.09579262e-09,8.38317046e+01,1.00000000e+00
7.34546654e-01,3.40053388e+00,2.14355030e-09,8.57420119e+01,1.00000000e+00
7.35306692e-01,3.41701001e+00,2.19243282e-09,8.76973127e+01,1.00000000e+00
7.36049778e-01,3.43348615e+00,2.24246711e-09,8.96986845e+01,1.00000000e+00
7.36776278e-01,3.44996229e+00,2.29368078e-09,9.17472310e+01,1.00000000e+00
7.37482821e-01,3.46635092e+00,2.34582044e-09,9.38328177e+01,1.00000000e+00
7.38173655e-01,3.48273956e+00,2.39918343e-09,9.59673371e+01,1.00000000e+00
7.38849117e-01,3.49912819e+00,2.45379890e-09,9.81519561e+01,1.00000000e+00
7.39509540e-01,3.51551683e+00,2.50969675e-09,1.00387870e+02,1.00000000e+00
7.40152063e-01,3.53182367e+00,2.56661874e-09,1.02664749e+02,1.00000000e+00
7.40780331e-01,3.54813052e+00,2.62487149e-09,1.04994859e+02,1.00000000e+00
7.41394651e-01,3.56443736e+00,2.68448660e-09,1.07379464e+02,1.00000000e+00
7.41995325e-01,3.58074421e+00,2.74549646e-09,1.09819859e+02,1.00000000e+00
7.42579976e-01,3.59697608e+00,2.80764382e-09,1.12305753e+02,1.00000000e+00
7.43151682e-01,3.61320795e+00,2.87123945e-09,1.14849578e+02,1.00000000e+00
7.43710720e-01,3.62943982e+00,2.93631761e-09,1.17452704e+02,1.00000000e+00
7.44257365e-01,3.64567169e+00,3.00291342e-09,1.20116537e+02,1.00000000e+00
7.44789711e-01,3.66183684e+00,3.07077948e-09,1.22831179e+02,1.00000000e+00
7.45310287e-01,3.67800199e+00,3.14022272e-09,1.25608909e+02,1.00000000e+00
7.45819349e-01,3.69416715e+00,3.21128036e-09,1.28451214e+02,1.00000000e+00
7.46317142e-01,3.71033230e+00,3.28399049e-09,1.31359620e+02,1.00000000e+00
7.46801650e-01,3.72642151e+00,3.35803856e-09,1.34321543e+02,1.00000000e+00
7.47275470e-01,3.74251071e+00,3.43380167e-09,1.37352067e+02,1.00000000e+00
7.47738833e-01,3.75859992e+00,3.51132011e-09,1.40452804e+02,1.00000000e+00
7.48191963e-01,3.77468912e+00,3.59063517e-09,1.43625407e+02,1.00000000e+00
7.48633342e-01,3.79071447e+00,3.67146333e-09,1.46858533e+02,1.00000000e+00
7.49065002e-01,3.80673982e+00,3.75415854e-09,1.50166342e+02,1.00000000e+00
7.49487150e-01,3.82276517e+00,3.83876455e-09,1.53550582e+02,1.00000000e+00
7.49899991e-01,3.83879052e+00,3.92532615e-09,1.57013046e+02,1.00000000e+00
7.50302201e-01,3.85475466e+00,4.01354703e-09,1.60541881e+02,1.00000000e+00
7.50695568e-01,3.87071879e+00,4.10380050e-09,1.64152020e+02,1.00000000e+00
7.51080281e-01,3.88668292e+00,4.19613404e-09,1.67845362e+02,1.00000000e+00
