# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1.1
# Delta_f0_over_b_i = 1
# rs_type = aging
# V0_over_Vs = 1.000000e-10
# df_dts = 1.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+04
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
9.46503265e-01,3.68812606e+00,1.25641569e-09,7.60561711e+01,1.94650326e+00
9.48590188e-01,3.71457537e+00,1.27845391e-09,7.74069349e+01,1.94859019e+00
9.50641251e-01,3.74102468e+00,1.30073341e-09,7.87716815e+01,1.95064125e+00
9.52657294e-01,3.76747399e+00,1.32325535e-09,8.01504619e+01,1.95265729e+00
9.54639131e-01,3.79392329e+00,1.34602089e-09,8.15433279e+01,1.95463913e+00
9.56641705e-01,3.82111414e+00,1.36967984e-09,8.29899819e+01,1.95664171e+00
9.58609799e-01,3.84830498e+00,1.39359873e-09,8.44516316e+01,1.95860980e+00
9.60544219e-01,3.87549582e+00,1.41777881e-09,8.59283329e+01,1.96054422e+00
9.62445752e-01,3.90268667e+00,1.44222135e-09,8.74201422e+01,1.96244575e+00
9.64367604e-01,3.93064702e+00,1.46763067e-09,8.89699844e+01,1.96436760e+00
9.66256288e-01,3.95860738e+00,1.49332023e-09,9.05359211e+01,1.96625629e+00
9.68112583e-01,3.98656774e+00,1.51929141e-09,9.21180130e+01,1.96811258e+00
9.69937246e-01,4.01452809e+00,1.54554560e-09,9.37163217e+01,1.96993725e+00
9.71781331e-01,4.04327973e+00,1.57283937e-09,9.53768383e+01,1.97178133e+00
9.73593516e-01,4.07203136e+00,1.60043536e-09,9.70546326e+01,1.97359352e+00
9.75374554e-01,4.10078300e+00,1.62833507e-09,9.87497709e+01,1.97537455e+00
9.77125170e-01,4.12953463e+00,1.65654002e-09,1.00462320e+02,1.97712517e+00
9.78893722e-01,4.15908935e+00,1.68585252e-09,1.02240922e+02,1.97889372e+00
9.80631620e-01,4.18864408e+00,1.71549079e-09,1.04038062e+02,1.98063162e+00
9.82339587e-01,4.21819880e+00,1.74545646e-09,1.05853814e+02,1.98233959e+00
9.84018324e-01,4.24775352e+00,1.77575120e-09,1.07688249e+02,1.98401832e+00
9.85714149e-01,4.27813282e+00,1.80723586e-09,1.09593416e+02,1.98571415e+00
9.87380523e-01,4.30851212e+00,1.83907173e-09,1.11518477e+02,1.98738052e+00
9.89018141e-01,4.33889142e+00,1.87126061e-09,1.13463513e+02,1.98901814e+00
9.90627678e-01,4.36927072e+00,1.90380430e-09,1.15428603e+02,1.99062768e+00
9.92253947e-01,4.40050548e+00,1.93763622e-09,1.17470020e+02,1.99225395e+00
9.93851910e-01,4.43174023e+00,1.97184707e-09,1.19532804e+02,1.99385191e+00
9.95422237e-01,4.46297499e+00,2.00643881e-09,1.21617040e+02,1.99542224e+00
9.96965575e-01,4.49420975e+00,2.04141341e-09,1.23722816e+02,1.99696558e+00
9.98524584e-01,4.52631757e+00,2.07776673e-09,1.25909992e+02,1.99852458e+00
1.00005640e+00,4.55842538e+00,2.11452881e-09,1.28120111e+02,2.00005640e+00
1.00156167e+00,4.59053320e+00,2.15170180e-09,1.30353267e+02,2.00156167e+00
1.00304102e+00,4.62264102e+00,2.18928785e-09,1.32609553e+02,2.00304102e+00
1.00453554e+00,4.65565100e+00,2.22836287e-09,1.34953448e+02,2.00453554e+00
1.00600394e+00,4.68866098e+00,2.26787906e-09,1.37321991e+02,2.00600394e+00
1.00744683e+00,4.72167097e+00,2.30783877e-09,1.39715282e+02,2.00744683e+00
1.00886482e+00,4.75468095e+00,2.34824435e-09,1.42133425e+02,2.00886482e+00
1.01029696e+00,4.78861043e+00,2.39024256e-09,1.44644932e+02,2.01029696e+00
1.01170402e+00,4.82253991e+00,2.43271681e-09,1.47182910e+02,2.01170402e+00
1.01308659e+00,4.85646939e+00,2.47566967e-09,1.49747470e+02,2.01308659e+00
